food_id,food_name,category,calories,protein,g_carbs,fat,fiber,suitable_for
780,Methi paratha,Breakfast,143,16.3,16.8,0.3,4.6,vegetarian
781,Dosa,Breakfast,292,10.7,46.0,13.9,9.6,non_vegetarian
782,Kheer,Dessert,160,12.9,7.8,0.5,2.3,non_vegetarian
783,Buttermilk,Dairy,217,27.1,47.3,14.0,7.3,non_vegetarian
784,Kheer,Dessert,240,3.7,6.5,19.8,5.8,all
785,Dal,Curry,83,20.9,54.2,14.4,8.2,non_vegetarian
786,Lassi,Dairy,283,10.9,5.3,9.9,6.0,all
787,Paneer curry,Curry,447,9.0,57.0,18.8,0.1,vegetarian
788,Vegetable salad,Salad,379,26.8,57.2,15.3,5.7,non_vegetarian
789,Sambar,Curry,482,10.0,28.9,9.4,0.3,vegetarian
790,Rajma,Curry,407,23.2,27.5,5.9,8.5,all
791,Chole,Curry,480,27.9,27.2,0.4,4.0,vegetarian
792,Roti,Cereals,338,22.9,28.9,6.3,9.3,all
793,Methi paratha,Breakfast,467,6.4,33.4,4.4,0.6,vegetarian
794,Oats porridge,Breakfast,160,16.1,52.6,19.0,1.3,non_vegetarian
795,Vegetable salad,Salad,242,14.0,4.2,12.4,0.3,vegetarian
796,Samosa,Snacks,483,19.1,12.5,7.9,0.8,all
797,Vegetable salad,Salad,404,29.6,25.3,11.3,2.5,non_vegetarian
798,Vegetable salad,Salad,315,9.6,24.0,6.7,8.3,non_vegetarian
799,Pav Bhaji,Snacks,310,18.8,1.8,13.7,1.4,vegetarian
800,Rice,Cereals,285,0.9,28.4,0.2,9.9,all
801,Aloo paratha,Breakfast,392,12.2,42.5,2.1,8.0,vegetarian
802,Buttermilk,Dairy,330,10.3,11.7,4.5,6.3,vegetarian
803,Rasam,Curry,465,15.4,1.3,8.7,8.5,all
804,Halwa,Dessert,228,28.4,8.0,14.2,8.7,all
805,Pav Bhaji,Snacks,166,29.2,1.7,4.6,9.9,vegetarian
806,Lassi,Dairy,197,3.5,44.7,15.4,8.3,vegetarian
807,Chole,Curry,90,25.9,15.3,16.8,4.6,non_vegetarian
808,Oats porridge,Breakfast,467,11.1,17.8,14.9,0.2,vegetarian
809,Chole,Curry,157,11.0,10.6,12.0,1.7,vegetarian
810,Methi paratha,Breakfast,60,8.3,26.8,14.7,8.8,vegetarian
811,Rajma,Curry,440,24.8,19.8,10.5,5.5,all
812,Samosa,Snacks,314,3.4,46.1,4.7,1.6,non_vegetarian
813,Methi paratha,Breakfast,164,20.4,38.7,2.0,0.3,vegetarian
814,Methi paratha,Breakfast,257,13.2,6.2,1.2,0.9,non_vegetarian
815,Upma,Snacks,287,4.9,37.9,6.3,4.3,all
816,Milk,Dairy,376,25.0,25.1,6.9,8.8,vegetarian
817,Upma,Snacks,321,18.8,11.8,18.3,5.0,non_vegetarian
818,Rajma,Curry,443,26.1,47.2,16.7,1.7,vegetarian
819,Milk,Dairy,464,6.0,25.5,10.2,2.9,vegetarian
820,Chole,Curry,170,17.7,59.4,8.5,2.4,vegetarian
821,Paneer curry,Curry,440,19.7,28.4,4.8,7.9,all
822,Fruit salad,Fruit,437,9.2,2.9,8.8,9.4,all
823,Idli,Breakfast,384,14.4,6.8,6.4,6.7,all
824,Rasam,Curry,254,13.7,34.6,5.7,3.8,vegetarian
825,Oats porridge,Breakfast,444,28.4,7.7,15.0,0.2,vegetarian
826,Poha,Breakfast,378,2.2,0.7,9.9,6.9,vegetarian
827,Pav Bhaji,Snacks,335,24.1,1.1,15.0,4.8,non_vegetarian
828,Idli,Breakfast,92,25.9,21.5,0.8,3.6,non_vegetarian
829,Samosa,Snacks,136,15.8,12.0,14.1,5.5,non_vegetarian
830,Sambar,Curry,237,24.2,57.0,13.9,6.6,non_vegetarian
831,Dosa,Breakfast,126,12.0,42.8,14.4,8.0,all
832,Buttermilk,Dairy,416,8.0,28.1,5.4,3.5,all
833,Curd,Dairy,433,20.2,26.6,14.0,5.7,all
834,Dosa,Breakfast,213,27.1,37.1,7.0,5.0,vegetarian
835,Chicken curry,Curry,300,9.6,58.4,6.4,3.1,all
836,Kheer,Dessert,239,15.0,12.7,4.7,5.9,all
837,Pakora,Snacks,349,1.8,28.3,9.7,6.1,vegetarian
838,Curd,Dairy,94,17.1,1.9,13.2,0.1,non_vegetarian
839,Kheer,Dessert,493,5.5,20.1,3.6,9.3,non_vegetarian
840,Dal,Curry,270,15.7,12.9,14.5,9.6,non_vegetarian
841,Samosa,Snacks,416,17.0,12.1,15.0,3.4,non_vegetarian
842,Milk,Dairy,67,20.8,38.1,17.0,3.9,non_vegetarian
843,Rice,Cereals,243,7.3,39.8,0.1,5.7,vegetarian
844,Paneer curry,Curry,297,26.8,36.3,4.1,1.5,vegetarian
845,Chicken curry,Curry,349,20.9,20.8,7.3,5.9,vegetarian
846,Idli,Breakfast,435,13.9,17.6,0.4,5.7,vegetarian
847,Fruit salad,Fruit,163,29.9,9.1,19.5,3.8,non_vegetarian
848,Biryani,Cereals,225,1.3,23.4,7.9,8.8,all
849,Idli,Breakfast,362,27.9,32.5,9.2,4.5,all
850,Kheer,Dessert,467,25.6,5.5,4.2,8.3,vegetarian
851,Poha,Breakfast,198,10.4,14.8,3.8,2.3,non_vegetarian
852,Roti,Cereals,100,20.0,50.4,15.7,7.6,all
853,Pakora,Snacks,146,13.5,14.5,14.9,8.1,non_vegetarian
854,Rasam,Curry,186,10.0,38.3,10.0,3.1,all
855,Dal,Curry,411,6.2,44.7,16.1,2.0,vegetarian
856,Roti,Cereals,207,6.8,49.0,17.5,7.9,vegetarian
857,Oats porridge,Breakfast,312,10.6,8.4,2.4,0.9,non_vegetarian
858,Dosa,Breakfast,304,17.8,10.8,6.4,7.3,non_vegetarian
859,Fruit salad,Fruit,421,16.7,56.6,7.3,7.3,non_vegetarian
860,Biryani,Cereals,301,6.5,47.3,19.1,8.6,non_vegetarian
861,Upma,Snacks,128,19.1,22.1,8.1,7.0,all
862,Chapati,Cereals,252,24.5,33.6,0.7,9.6,non_vegetarian
863,Pakora,Snacks,468,29.5,4.0,9.7,6.6,all
864,Biryani,Cereals,432,13.9,58.2,9.4,4.7,vegetarian
865,Milk,Dairy,444,15.0,6.2,6.1,10.0,all
866,Aloo paratha,Breakfast,122,6.0,0.6,9.7,5.1,non_vegetarian
867,Rajma,Curry,264,2.7,12.2,19.3,0.1,all
868,Curd,Dairy,497,0.9,55.7,17.2,3.1,non_vegetarian
869,Lassi,Dairy,198,26.4,45.5,0.2,3.8,non_vegetarian
870,Rice,Cereals,82,22.1,8.0,2.4,9.1,vegetarian
871,Methi paratha,Breakfast,227,22.7,32.7,2.8,7.3,non_vegetarian
872,Roti,Cereals,190,29.3,46.5,1.1,1.5,non_vegetarian
873,Rajma,Curry,410,18.4,48.3,2.4,9.5,vegetarian
874,Sambar,Curry,330,7.5,48.4,10.4,0.1,all
875,Chapati,Cereals,373,21.1,11.2,16.0,4.1,vegetarian
876,Fruit salad,Fruit,146,19.2,7.7,13.5,4.1,vegetarian
877,Rice,Cereals,316,0.8,25.9,9.0,4.7,non_vegetarian
878,Buttermilk,Dairy,358,3.7,48.0,16.4,2.0,all
879,Rice,Cereals,305,20.2,43.3,19.7,9.5,vegetarian
880,Methi paratha,Breakfast,308,23.5,13.3,3.5,8.9,vegetarian
881,Samosa,Snacks,384,21.7,19.9,12.6,2.8,vegetarian
882,Lassi,Dairy,78,19.4,57.2,13.9,6.8,all
883,Dal,Curry,224,3.3,39.1,19.6,2.8,vegetarian
884,Rajma,Curry,135,9.6,59.4,19.6,2.7,non_vegetarian
885,Rajma,Curry,58,8.9,46.0,3.9,8.1,vegetarian
886,Biryani,Cereals,437,25.0,12.2,6.2,2.2,non_vegetarian
887,Lassi,Dairy,467,2.5,22.5,1.3,8.8,all
888,Dal,Curry,477,28.3,46.0,17.1,7.1,all
889,Buttermilk,Dairy,129,21.6,57.9,3.6,7.3,vegetarian
890,Idli,Breakfast,322,28.2,52.8,0.7,4.0,vegetarian
891,Aloo paratha,Breakfast,460,4.8,55.7,0.8,8.3,non_vegetarian
892,Vegetable salad,Salad,461,17.2,1.8,17.7,3.8,vegetarian
893,Milk,Dairy,231,9.7,12.4,18.2,1.8,vegetarian
894,Rice,Cereals,278,3.2,4.6,10.2,7.8,all
895,Buttermilk,Dairy,284,20.6,10.8,18.9,4.3,all
896,Rajma,Curry,111,4.6,26.7,5.5,1.6,vegetarian
897,Poha,Breakfast,193,15.4,54.3,5.7,4.4,non_vegetarian
898,Pav Bhaji,Snacks,354,29.8,50.8,14.4,6.3,all
899,Pakora,Snacks,251,19.8,10.2,8.1,5.6,all
900,Fruit salad,Fruit,454,21.0,23.9,1.3,1.8,vegetarian
901,Curd,Dairy,470,22.3,53.5,18.3,8.2,all
902,Oats porridge,Breakfast,363,5.4,51.1,14.5,5.1,vegetarian
903,Poha,Breakfast,229,24.4,59.5,10.5,9.9,all
904,Dal,Curry,50,15.4,27.5,3.7,0.9,all
905,Halwa,Dessert,308,20.1,4.0,0.8,8.8,all
906,Dosa,Breakfast,468,8.5,38.8,17.6,8.3,non_vegetarian
907,Chicken curry,Curry,175,22.1,59.6,2.0,3.5,non_vegetarian
908,Chapati,Cereals,282,29.0,58.4,12.8,5.9,all
909,Poha,Breakfast,368,25.5,17.5,4.9,8.2,non_vegetarian
910,Pakora,Snacks,319,9.1,52.7,7.8,8.2,vegetarian
911,Curd,Dairy,453,12.2,18.5,16.0,7.9,all
912,Idli,Breakfast,456,6.7,11.3,19.3,1.8,vegetarian
913,Methi paratha,Breakfast,309,13.8,1.3,2.0,3.4,non_vegetarian
914,Oats porridge,Breakfast,254,14.4,4.2,10.0,9.2,vegetarian
915,Rajma,Curry,199,20.1,36.0,19.6,0.9,non_vegetarian
916,Vegetable salad,Salad,252,0.3,24.0,14.1,8.3,vegetarian
917,Rasam,Curry,494,13.6,55.8,5.4,4.8,vegetarian
918,Roti,Cereals,392,6.3,13.2,19.9,2.7,all
919,Chicken curry,Curry,82,15.1,40.9,1.9,1.4,vegetarian
920,Dosa,Breakfast,255,29.7,19.2,13.8,9.9,non_vegetarian
921,Idli,Breakfast,165,21.1,3.0,7.8,2.6,non_vegetarian
922,Sambar,Curry,256,12.4,32.7,5.3,9.3,all
923,Halwa,Dessert,302,23.6,11.6,7.9,9.7,non_vegetarian
924,Buttermilk,Dairy,353,9.4,13.9,18.3,8.2,vegetarian
925,Pav Bhaji,Snacks,472,25.1,40.8,4.7,5.3,vegetarian
926,Chole,Curry,284,30.0,3.6,0.3,1.0,all
927,Rasam,Curry,470,14.2,54.0,1.2,4.4,non_vegetarian
928,Pulao,Cereals,80,11.4,30.7,6.1,4.0,vegetarian
929,Rasam,Curry,104,17.3,12.5,14.8,1.9,non_vegetarian
930,Lassi,Dairy,348,15.9,16.3,14.2,9.1,all
931,Milk,Dairy,416,8.7,19.2,3.1,9.6,non_vegetarian
932,Lassi,Dairy,116,25.8,32.0,19.2,6.5,all
933,Curd,Dairy,268,12.4,14.2,17.5,7.3,all
934,Biryani,Cereals,292,20.6,5.4,1.6,3.3,vegetarian
935,Lassi,Dairy,319,25.1,50.7,6.2,1.8,all
936,Paneer curry,Curry,283,27.2,51.1,18.0,3.7,vegetarian
937,Idli,Breakfast,451,29.6,3.7,13.2,4.8,all
938,Samosa,Snacks,144,19.0,57.5,17.3,1.2,all
939,Aloo paratha,Breakfast,493,11.0,22.8,1.9,9.1,all
940,Pav Bhaji,Snacks,107,29.3,46.2,19.9,5.6,non_vegetarian
941,Methi paratha,Breakfast,344,2.9,30.9,10.8,7.4,vegetarian
942,Methi paratha,Breakfast,134,14.4,28.7,17.8,8.0,non_vegetarian
943,Pulao,Cereals,358,2.1,15.7,12.8,8.7,all
944,Oats porridge,Breakfast,241,24.1,19.5,8.9,4.2,all
945,Rice,Cereals,91,1.7,9.5,17.4,2.4,non_vegetarian
946,Rice,Cereals,144,17.2,32.1,11.3,0.2,vegetarian
947,Sambar,Curry,89,18.4,11.7,12.2,0.8,vegetarian
948,Rajma,Curry,215,13.1,45.0,3.3,3.5,non_vegetarian
949,Roti,Cereals,194,7.2,45.8,9.7,7.9,non_vegetarian
950,Curd,Dairy,56,19.8,31.4,3.4,9.8,vegetarian
951,Poha,Breakfast,379,28.9,6.2,3.0,0.9,non_vegetarian
952,Paneer curry,Curry,205,3.0,0.5,7.6,9.6,all
953,Pulao,Cereals,104,0.4,8.9,18.5,8.2,all
954,Milk,Dairy,135,23.0,32.5,17.7,10.0,non_vegetarian
955,Chapati,Cereals,283,4.1,7.4,0.1,7.5,all
956,Dal,Curry,142,15.1,24.3,9.3,5.8,vegetarian
957,Dosa,Breakfast,381,16.5,56.9,1.6,8.7,vegetarian
958,Dosa,Breakfast,426,19.2,35.3,2.5,7.3,all
959,Pulao,Cereals,435,25.7,6.2,7.8,3.8,non_vegetarian
960,Sambar,Curry,408,19.2,21.2,11.2,8.4,all
961,Lassi,Dairy,298,22.2,6.6,17.9,8.0,vegetarian
962,Roti,Cereals,88,7.1,58.7,18.1,8.0,all
963,Chicken curry,Curry,200,18.4,47.3,2.6,1.4,vegetarian
964,Buttermilk,Dairy,162,28.5,34.7,13.7,5.9,all
965,Rasam,Curry,438,25.4,16.8,6.7,0.5,non_vegetarian
966,Rajma,Curry,63,29.6,53.3,17.8,2.0,non_vegetarian
967,Fruit salad,Fruit,73,24.9,34.4,11.5,0.4,all
968,Aloo paratha,Breakfast,131,14.1,25.4,11.0,2.8,vegetarian
969,Buttermilk,Dairy,86,14.8,25.0,14.2,0.2,non_vegetarian
970,Chole,Curry,250,17.8,24.9,9.7,9.6,non_vegetarian
971,Sambar,Curry,467,5.2,46.6,14.8,7.8,vegetarian
972,Paneer curry,Curry,211,6.2,25.7,13.3,7.1,non_vegetarian
973,Pulao,Cereals,483,25.0,34.5,19.3,8.7,non_vegetarian
974,Chapati,Cereals,209,23.5,27.6,1.2,0.7,all
975,Samosa,Snacks,132,15.7,8.8,10.7,6.5,all
976,Biryani,Cereals,369,11.8,14.4,0.3,6.1,non_vegetarian
977,Aloo paratha,Breakfast,415,18.3,50.4,15.3,0.0,all
978,Oats porridge,Breakfast,382,9.1,4.2,10.7,0.3,vegetarian
979,Sambar,Curry,290,0.8,55.6,15.1,7.8,all
980,Methi paratha,Breakfast,323,26.7,17.2,19.5,3.1,non_vegetarian
981,Sambar,Curry,159,21.5,32.0,17.9,6.9,all
982,Pulao,Cereals,312,7.5,44.9,2.0,0.9,all
983,Dosa,Breakfast,494,27.6,13.1,8.9,0.5,non_vegetarian
984,Samosa,Snacks,377,2.8,46.9,4.2,7.3,non_vegetarian
985,Dal,Curry,305,28.2,54.0,5.6,0.4,non_vegetarian
986,Roti,Cereals,374,2.4,22.2,4.7,8.5,non_vegetarian
987,Milk,Dairy,308,13.0,10.8,1.2,10.0,non_vegetarian
988,Pav Bhaji,Snacks,120,15.5,24.6,4.8,3.2,non_vegetarian
989,Buttermilk,Dairy,470,21.4,9.4,19.2,7.1,non_vegetarian
990,Aloo paratha,Breakfast,380,13.5,28.0,3.2,6.4,vegetarian
991,Vegetable salad,Salad,54,16.6,37.0,12.1,0.3,all
992,Chicken curry,Curry,329,18.9,50.8,4.4,7.6,all
993,Rice,Cereals,200,16.2,6.5,15.4,0.5,vegetarian
994,Pakora,Snacks,328,15.4,49.9,11.5,3.4,non_vegetarian
995,Methi paratha,Breakfast,314,28.6,34.7,15.6,9.1,vegetarian
996,Pav Bhaji,Snacks,479,2.4,17.1,17.5,9.6,non_vegetarian
997,Chole,Curry,395,17.8,55.7,5.6,9.4,all
998,Curd,Dairy,149,3.2,36.6,18.4,0.7,all
999,Pav Bhaji,Snacks,346,26.6,25.9,18.6,6.0,vegetarian
1000,Roti,Cereals,492,19.5,54.9,14.0,2.5,vegetarian
